Drive homing rate,Resistance formation rate,rate wt,rate dr,rate of function preserving resistance,rate of function disrupting resistance,rate of inds with at least 1 drive copy,ending pop size
0.52,0.37,0,0.406095,0.151741,0.442164,0.654229,804
0.77,0.29,0,0.60443,0.0696203,0.325949,0.841772,158
0.77,0.3,0,0.609208,0.0888651,0.301927,0.850107,467
0.77,0.31,0,0.549834,0.0963455,0.353821,0.803987,301
0.77,0.32,0,0.622318,0.0686695,0.309013,0.841202,233
0.77,0.33,0,0,0,0,0,0
0.77,0.34,0,0.585409,0.0747331,0.339858,0.850534,281
0.77,0.35,0,0.544061,0.0977011,0.358238,0.793103,261
0.77,0.36,0,0.534413,0.0728745,0.392713,0.793522,247
0.77,0.37,0,0.534404,0.0756881,0.389908,0.779817,218
0.77,0.38,0,0.562319,0.0681159,0.369565,0.797101,345
0.52,0.38,0,0.429405,0.131272,0.439323,0.674446,857
0.77,0.39,0,0.496454,0.0780142,0.425532,0.737589,141
0.77,0.4,0,0.487528,0.0804989,0.431973,0.736961,441
0.77,0.41,0,0.519366,0.0774648,0.403169,0.764085,284
0.77,0.42,0,0.492447,0.0649547,0.442598,0.743202,331
0.77,0.43,0,0.478261,0.0802676,0.441472,0.719064,299
0.77,0.44,0,0.451883,0.0962343,0.451883,0.707113,239
0.77,0.45,0,0.457055,0.0843558,0.458589,0.705521,326
0.77,0.46,0,0.502155,0.0625,0.435345,0.762931,232
0.77,0.47,0,0.47619,0.0654762,0.458333,0.718254,252
0.77,0.48,0,0.433566,0.0967366,0.469697,0.675991,429
0.5,0.13,0,0.659928,0.151842,0.18823,0.883199,1113
0.52,0.39,0,0.416359,0.134686,0.448954,0.655597,813
0.77,0.49,0,0.446429,0.0580357,0.495536,0.678571,112
0.78,0,0.04329,0.95671,0,0,1,231
0.78,0.01,0,0,0,0,0,0
0.78,0.02,0,0,0,0,0,0
0.78,0.03,0,0,0,0,0,0
0.78,0.04,0,0.890625,0.046875,0.0625,0.995536,224
0.78,0.05,0,0,0,0,0,0
0.78,0.06,0,0.86911,0.0863874,0.0445026,0.994764,191
0.78,0.07,0,0.894958,0.0420168,0.0630252,1,119
0.78,0.08,0,0,0,0,0,0
0.52,0.4,0,0.412414,0.137931,0.449655,0.646897,725
0.78,0.09,0,0,0,0,0,0
0.78,0.1,0,0,0,0,0,0
0.78,0.11,0,0,0,0,0,0
0.78,0.12,0,0,0,0,0,0
0.78,0.13,0,0,0,0,0,0
0.78,0.14,0,0.767081,0.0621118,0.170807,0.944099,161
0.78,0.15,0,0,0,0,0,0
0.78,0.16,0,0,0,0,0,0
0.78,0.17,0,0,0,0,0,0
0.78,0.18,0,0,0,0,0,0
0.52,0.41,0,0.389391,0.125282,0.485327,0.629797,886
0.78,0.19,0,0.744681,0.0425532,0.212766,0.929078,423
0.78,0.2,0,0,0,0,0,0
0.78,0.21,0,0.766667,0.05,0.183333,0.933333,60
0.78,0.22,0,0,0,0,0,0
0.78,0.23,0,0.668571,0.0828571,0.248571,0.891429,175
0.78,0.24,0,0.678771,0.0865922,0.234637,0.871508,179
0.78,0.25,0,0.65,0.07,0.28,0.886667,150
0.78,0.26,0,0.684783,0.0652174,0.25,0.895652,230
0.78,0.27,0,0.655385,0.0615385,0.283077,0.855385,325
0.78,0.28,0,0.635889,0.0853659,0.278746,0.864111,287
0.52,0.42,0,0.410677,0.127907,0.461416,0.659619,946
0.78,0.29,0,0.616071,0.09375,0.290179,0.830357,112
0.78,0.3,0,0.610879,0.0627615,0.32636,0.83682,239
0.78,0.31,0,0,0,0,0,0
0.78,0.32,0,0.546875,0.140625,0.3125,0.8125,32
0.78,0.33,0,0.600386,0.0830116,0.316602,0.857143,259
0.78,0.34,0,0.582278,0.0772152,0.340506,0.835443,395
0.78,0.35,0,0,0,0,0,0
0.78,0.36,0,0.543796,0.060219,0.395985,0.817518,274
0.78,0.37,0,0.546296,0.0756173,0.378086,0.808642,324
0.78,0.38,0,0.562842,0.068306,0.368852,0.784153,366
0.52,0.43,0,0.395973,0.121477,0.48255,0.624161,745
0.78,0.39,0,0.552764,0.0879397,0.359296,0.778894,199
0.78,0.4,0,0.557312,0.0790514,0.363636,0.794466,253
0.78,0.41,0,0.5,0.06,0.44,0.76,150
0.78,0.42,0,0.523466,0.0722022,0.404332,0.797834,277
0.78,0.43,0,0.493485,0.109121,0.397394,0.732899,307
0.78,0.44,0,0.489712,0.0720165,0.438272,0.691358,243
0.78,0.45,0,0.487981,0.0841346,0.427885,0.735577,208
0.78,0.46,0,0.436567,0.0876866,0.475746,0.682836,268
0.78,0.47,0,0.45648,0.0764023,0.467118,0.717602,517
0.78,0.48,0,0.452465,0.0933099,0.454225,0.700704,284
0.52,0.44,0,0.374229,0.141184,0.484587,0.59926,811
0.78,0.49,0,0.435135,0.0918919,0.472973,0.697297,185
0.79,0,0,0,0,0,0,0
0.79,0.01,0,0,0,0,0,0
0.79,0.02,0,0.915584,0.0779221,0.00649351,1,77
0.79,0.03,0,0,0,0,0,0
0.79,0.04,0,0,0,0,0,0
0.79,0.05,0,0,0,0,0,0
0.79,0.06,0,0,0,0,0,0
0.79,0.07,0,0.882353,0.0420168,0.0756303,1,119
0.79,0.08,0,0.84898,0.0693878,0.0816327,0.971429,245
0.52,0.45,0,0.349143,0.112,0.538857,0.573714,875
0.79,0.09,0,0,0,0,0,0
0.79,0.1,0,0,0,0,0,0
0.79,0.11,0,0.831461,0.0393258,0.129213,0.966292,89
0.79,0.12,0,0.815789,0.0756579,0.108553,0.963816,304
0.79,0.13,0,0.800752,0.075188,0.12406,0.984962,133
0.79,0.14,0,0,0,0,0,0
0.79,0.15,0,0,0,0,0,0
0.79,0.16,0,0,0,0,0,0
0.79,0.17,0,0,0,0,0,0
0.79,0.18,0,0.75974,0.0551948,0.185065,0.961039,154
0.52,0.46,0,0.352778,0.134722,0.5125,0.579167,720
0.79,0.19,0,0.715596,0.0527523,0.231651,0.908257,218
0.79,0.2,0,0.711957,0.0625,0.225543,0.902174,184
0.79,0.21,0,0.683824,0.113971,0.202206,0.933824,136
0.79,0.22,0,0.690283,0.0748988,0.234818,0.902834,247
0.79,0.23,0,0.683884,0.0785124,0.237603,0.917355,242
0.79,0.24,0,0.699324,0.0945946,0.206081,0.891892,148
0.79,0.25,0,0.690476,0.0666667,0.242857,0.895238,105
0.79,0.26,0,0.666667,0.05,0.283333,0.866667,150
0.79,0.27,0,0.687831,0.0740741,0.238095,0.899471,189
0.79,0.28,0,0.677966,0.0762712,0.245763,0.881356,59
0.52,0.47,0,0.350575,0.122126,0.527299,0.567529,696
0.79,0.29,0,0,0,0,0,0
0.79,0.3,0,0.611111,0.0949074,0.293981,0.861111,216
0.79,0.31,0,0.631579,0.0394737,0.328947,0.842105,152
0.79,0.32,0,0.641129,0.0604839,0.298387,0.907258,248
0.79,0.33,0,0.557692,0.0528846,0.389423,0.836538,104
0.79,0.34,0,0.583916,0.0944056,0.321678,0.818182,143
0.79,0.35,0,0.572727,0.0654545,0.361818,0.821818,275
0.79,0.36,0,0.595238,0.0649351,0.339827,0.835498,231
0.79,0.37,0,0.543046,0.0761589,0.380795,0.768212,151
0.79,0.38,0,0.56,0.0875,0.3525,0.785,200
0.52,0.48,0,0.343519,0.135933,0.520548,0.561644,949
0.79,0.39,0,0.563348,0.0837104,0.352941,0.809955,221
0.79,0.4,0,0,0,0,0,0
0.79,0.41,0,0.460465,0.0930233,0.446512,0.711628,215
0.79,0.42,0,0.5,0.0876068,0.412393,0.752137,234
0.79,0.43,0,0.556716,0.0656716,0.377612,0.79403,335
0.79,0.44,0,0.512346,0.0617284,0.425926,0.781893,243
0.79,0.45,0,0.478622,0.0866983,0.434679,0.719715,421
0.79,0.46,0,0.439306,0.0751445,0.485549,0.705202,173
0.79,0.47,0,0.410714,0.0631868,0.526099,0.656593,364
0.79,0.48,0,0.452555,0.0656934,0.481752,0.715328,137
0.5,0.14,0,0.634752,0.159574,0.205674,0.868794,1128
0.52,0.49,0,0.337875,0.13624,0.525886,0.551771,734
0.79,0.49,0,0.436667,0.09,0.473333,0.673333,300
0.8,0,0,0,0,0,0,0
0.8,0.01,0,0,0,0,0,0
0.8,0.02,0,0,0,0,0,0
0.8,0.03,0,0,0,0,0,0
0.8,0.04,0,0,0,0,0,0
0.8,0.05,0,0,0,0,0,0
0.8,0.06,0,0,0,0,0,0
0.8,0.07,0,0,0,0,0,0
0.8,0.08,0,0,0,0,0,0
0.53,0,0.149741,0.850259,0,0,0.985492,965
0.8,0.09,0,0,0,0,0,0
0.8,0.1,0,0,0,0,0,0
0.8,0.11,0,0,0,0,0,0
0.8,0.12,0,0,0,0,0,0
0.8,0.13,0,0,0,0,0,0
0.8,0.14,0,0,0,0,0,0
0.8,0.15,0,0,0,0,0,0
0.8,0.16,0,0,0,0,0,0
0.8,0.17,0,0.732955,0.0823864,0.184659,0.926136,176
0.8,0.18,0,0,0,0,0,0
0.53,0.01,0.0924036,0.827664,0.0657596,0.0141723,0.977324,882
0.8,0.19,0,0.742081,0.061086,0.196833,0.936652,221
0.8,0.2,0,0.727143,0.0714286,0.201429,0.914286,350
0.8,0.21,0,0,0,0,0,0
0.8,0.22,0,0,0,0,0,0
0.8,0.23,0,0,0,0,0,0
0.8,0.24,0,0.704082,0.0578231,0.238095,0.931973,147
0.8,0.25,0,0,0,0,0,0
0.8,0.26,0,0.685294,0.0588235,0.255882,0.911765,170
0.8,0.27,0,0.654412,0.0441176,0.301471,0.911765,68
0.8,0.28,0,0.666038,0.0830189,0.250943,0.890566,265
0.53,0.02,0.145161,0.792766,0.0273705,0.0347019,0.957967,1023
0.8,0.29,0,0.66129,0.0887097,0.25,0.919355,62
0.8,0.3,0,0.61745,0.0671141,0.315436,0.838926,149
0.8,0.31,0,0.589347,0.0824742,0.328179,0.841924,291
0.8,0.32,0,0.644105,0.0611354,0.29476,0.886463,229
0.8,0.33,0,0.607383,0.0637584,0.328859,0.852349,149
0.8,0.34,0,0.554054,0.0945946,0.351351,0.891892,37
0.8,0.35,0,0.584112,0.088785,0.327103,0.794393,107
0.8,0.36,0,0.522523,0.0900901,0.387387,0.765766,111
0.8,0.37,0,0.55665,0.0837438,0.359606,0.807882,203
0.8,0.38,0,0.547619,0.0654762,0.386905,0.797619,252
0.53,0.03,0.113084,0.792056,0.053271,0.0415888,0.965421,1070
0.8,0.39,0,0.560345,0.0560345,0.383621,0.853448,116
0.8,0.4,0,0.488782,0.0897436,0.421474,0.717949,312
0.8,0.41,0,0.481618,0.0882353,0.430147,0.705882,136
0.8,0.42,0,0.495,0.1025,0.4025,0.76,200
0.8,0.43,0,0.537778,0.0577778,0.404444,0.777778,225
0.8,0.44,0,0,0,0,0,0
0.8,0.45,0,0.47774,0.0839041,0.438356,0.736301,292
0.8,0.46,0,0.466667,0.0861111,0.447222,0.713889,360
0.8,0.47,0,0.476974,0.0723684,0.450658,0.733553,304
0.8,0.48,0,0.452312,0.0852601,0.462428,0.705202,346
0.53,0.04,0.0258237,0.774711,0.130009,0.0694568,0.951915,1123
0.8,0.49,0,0.461538,0.0769231,0.461538,0.706553,351
0.81,0,0,0,0,0,0,0
0.81,0.01,0,0,0,0,0,0
0.81,0.02,0,0,0,0,0,0
0.81,0.03,0,0,0,0,0,0
0.81,0.04,0,0,0,0,0,0
0.81,0.05,0,0,0,0,0,0
0.81,0.06,0,0,0,0,0,0
0.81,0.07,0,0,0,0,0,0
0.81,0.08,0,0,0,0,0,0
0.53,0.05,0.0562977,0.766698,0.107347,0.0696565,0.941794,1048
0.81,0.09,0,0,0,0,0,0
0.81,0.1,0,0,0,0,0,0
0.81,0.11,0,0,0,0,0,0
0.81,0.12,0,0,0,0,0,0
0.81,0.13,0,0,0,0,0,0
0.81,0.14,0,0,0,0,0,0
0.81,0.15,0,0,0,0,0,0
0.81,0.16,0,0,0,0,0,0
0.81,0.17,0,0,0,0,0,0
0.81,0.18,0,0,0,0,0,0
0.53,0.06,0.0279621,0.75782,0.134123,0.0800948,0.941232,1055
0.81,0.19,0,0,0,0,0,0
0.81,0.2,0,0,0,0,0,0
0.81,0.21,0,0,0,0,0,0
0.81,0.22,0,0,0,0,0,0
0.81,0.23,0,0.645833,0.0833333,0.270833,0.895833,48
0.81,0.24,0,0,0,0,0,0
0.81,0.25,0,0,0,0,0,0
0.81,0.26,0,0.708599,0.0621019,0.229299,0.904459,314
0.81,0.27,0,0,0,0,0,0
0.81,0.28,0,0,0,0,0,0
0.53,0.07,0.000996016,0.76245,0.145916,0.0906375,0.939243,1004
0.81,0.29,0,0,0,0,0,0
0.81,0.3,0,0.570988,0.0679012,0.361111,0.814815,162
0.81,0.31,0,0,0,0,0,0
0.81,0.32,0,0.604412,0.0941176,0.301471,0.829412,340
0.81,0.33,0,0,0,0,0,0
0.81,0.34,0,0,0,0,0,0
0.81,0.35,0,0.566502,0.0640394,0.369458,0.793103,203
0.81,0.36,0,0,0,0,0,0
0.81,0.37,0,0,0,0,0,0
0.81,0.38,0,0.619318,0.0482955,0.332386,0.852273,176
0.53,0.08,0.0288104,0.715613,0.146375,0.109201,0.927509,1076
0.81,0.39,0,0.578313,0.0451807,0.376506,0.825301,166
0.81,0.4,0,0.51005,0.0904523,0.399497,0.768844,199
0.81,0.41,0,0.532544,0.100592,0.366864,0.751479,169
0.81,0.42,0,0.478723,0.0659574,0.455319,0.744681,235
0.81,0.43,0,0.488095,0.0714286,0.440476,0.738095,168
0.81,0.44,0,0.50995,0.0621891,0.427861,0.781095,201
0.81,0.45,0,0.505714,0.0742857,0.42,0.725714,175
0.81,0.46,0,0.487603,0.0702479,0.442149,0.747934,242
0.81,0.47,0,0.472093,0.0790698,0.448837,0.72093,215
0.81,0.48,0,0.477444,0.0733083,0.449248,0.740602,266
0.5,0.15,0,0.617151,0.171509,0.21134,0.860356,1067
0.53,0.09,0.00199402,0.715852,0.167498,0.114656,0.928215,1003
0.81,0.49,0,0.484185,0.0632603,0.452555,0.717762,411
0.82,0,0,0,0,0,0,0
0.82,0.01,0,0,0,0,0,0
0.82,0.02,0,0,0,0,0,0
0.82,0.03,0,0,0,0,0,0
0.82,0.04,0,0,0,0,0,0
0.82,0.05,0,0,0,0,0,0
0.82,0.06,0,0,0,0,0,0
0.82,0.07,0,0,0,0,0,0
0.82,0.08,0,0,0,0,0,0
0.53,0.1,0.00775547,0.711223,0.147354,0.133668,0.922445,1096
0.82,0.09,0,0,0,0,0,0
0.82,0.1,0,0,0,0,0,0
0.82,0.11,0,0,0,0,0,0
0.82,0.12,0,0,0,0,0,0
0.82,0.13,0,0,0,0,0,0
0.82,0.14,0,0,0,0,0,0
0.82,0.15,0,0,0,0,0,0
0.82,0.16,0,0,0,0,0,0
0.82,0.17,0,0,0,0,0,0
0.82,0.18,0,0,0,0,0,0
0.53,0.11,0.000407498,0.698044,0.145884,0.155664,0.91198,1227
0.82,0.19,0,0.740741,0.0740741,0.185185,0.938272,81
0.82,0.2,0,0,0,0,0,0
0.82,0.21,0,0,0,0,0,0
0.82,0.22,0,0,0,0,0,0
0.82,0.23,0,0,0,0,0,0
0.82,0.24,0,0.65625,0.0535714,0.290179,0.883929,112
0.82,0.25,0,0,0,0,0,0
0.82,0.26,0,0,0,0,0,0
0.82,0.27,0,0,0,0,0,0
0.82,0.28,0,0.660377,0.0825472,0.257075,0.900943,212
0.53,0.12,0,0.679063,0.160239,0.160698,0.896235,1089
0.82,0.29,0,0.605263,0.0488722,0.345865,0.842105,133
0.82,0.3,0,0,0,0,0,0
0.82,0.31,0,0,0,0,0,0
0.82,0.32,0,0,0,0,0,0
0.82,0.33,0,0,0,0,0,0
0.82,0.34,0,0,0,0,0,0
0.82,0.35,0,0,0,0,0,0
0.82,0.36,0,0,0,0,0,0
0.82,0.37,0,0,0,0,0,0
0.82,0.38,0,0.615385,0.0494505,0.335165,0.901099,91
0.53,0.13,0,0.685128,0.141538,0.173333,0.899487,975
0.82,0.39,0,0.512146,0.0789474,0.408907,0.769231,247
0.82,0.4,0,0.462209,0.0872093,0.450581,0.72093,172
0.82,0.41,0,0.52193,0.0635965,0.414474,0.780702,228
0.82,0.42,0,0.517668,0.0689046,0.413428,0.742049,283
0.82,0.43,0,0.539146,0.0747331,0.386121,0.790036,281
0.82,0.44,0,0.525478,0.089172,0.38535,0.796178,157
0.82,0.45,0,0,0,0,0,0
0.82,0.46,0,0.454545,0.0876623,0.457792,0.707792,154
0.82,0.47,0,0.461735,0.0765306,0.461735,0.69898,196
0.82,0.48,0,0.404167,0.1,0.495833,0.666667,120
0.53,0.14,0.00243902,0.656504,0.156911,0.184146,0.880488,1230
0.82,0.49,0,0.445338,0.0723473,0.482315,0.684887,311
0.83,0,0,0,0,0,0,0
0.83,0.01,0,0,0,0,0,0
0.83,0.02,0,0,0,0,0,0
0.83,0.03,0,0,0,0,0,0
0.83,0.04,0,0,0,0,0,0
0.83,0.05,0,0,0,0,0,0
0.83,0.06,0,0,0,0,0,0
0.83,0.07,0,0,0,0,0,0
0.83,0.08,0,0,0,0,0,0
0.53,0.15,0,0.638592,0.160428,0.20098,0.870766,1122
0.83,0.09,0,0,0,0,0,0
0.83,0.1,0,0,0,0,0,0
0.83,0.11,0,0,0,0,0,0
0.83,0.12,0,0,0,0,0,0
0.83,0.13,0,0,0,0,0,0
0.83,0.14,0,0,0,0,0,0
0.83,0.15,0,0,0,0,0,0
0.83,0.16,0,0,0,0,0,0
0.83,0.17,0,0,0,0,0,0
0.83,0.18,0,0,0,0,0,0
0.53,0.16,0,0.657773,0.138051,0.204176,0.888631,862
0.83,0.19,0,0,0,0,0,0
0.83,0.2,0,0,0,0,0,0
0.83,0.21,0,0,0,0,0,0
0.83,0.22,0,0,0,0,0,0
0.83,0.23,0,0,0,0,0,0
0.83,0.24,0,0,0,0,0,0
0.83,0.25,0,0,0,0,0,0
0.83,0.26,0,0.695122,0.0121951,0.292683,0.926829,41
0.83,0.27,0,0,0,0,0,0
0.83,0.28,0,0,0,0,0,0
0.53,0.17,0,0.629521,0.14565,0.224829,0.8739,1023
0.83,0.29,0,0,0,0,0,0
0.83,0.3,0,0,0,0,0,0
0.83,0.31,0,0,0,0,0,0
0.83,0.32,0,0.593023,0.0697674,0.337209,0.883721,86
0.83,0.33,0,0,0,0,0,0
0.83,0.34,0,0,0,0,0,0
0.83,0.35,0,0.470588,0.0882353,0.441176,0.823529,17
0.83,0.36,0,0.580189,0.0566038,0.363208,0.839623,106
0.83,0.37,0,0,0,0,0,0
0.83,0.38,0,0.557143,0.104762,0.338095,0.780952,105
0.53,0.18,0,0.63761,0.130482,0.231908,0.873904,912
0.83,0.39,0,0.514085,0.056338,0.429577,0.774648,71
0.83,0.4,0,0.606897,0.0448276,0.348276,0.896552,145
0.83,0.41,0,0.497059,0.0705882,0.432353,0.747059,170
0.83,0.42,0,0.534653,0.0594059,0.405941,0.792079,101
0.83,0.43,0,0,0,0,0,0
0.83,0.44,0,0.507463,0.0597015,0.432836,0.756219,201
0.83,0.45,0,0.554054,0.0878378,0.358108,0.790541,148
0.83,0.46,0,0.504202,0.0546218,0.441176,0.773109,119
0.83,0.47,0,0,0,0,0,0
0.83,0.48,0,0.454054,0.0648649,0.481081,0.7,370
0.5,0.16,0,0.640767,0.159939,0.199294,0.86781,991
0.53,0.19,0,0.610106,0.142553,0.24734,0.841489,940
0.83,0.49,0,0.451253,0.0933148,0.455432,0.690808,359
0.84,0,0,0,0,0,0,0
0.84,0.01,0,0,0,0,0,0
0.84,0.02,0,0,0,0,0,0
0.84,0.03,0,0,0,0,0,0
0.84,0.04,0,0,0,0,0,0
0.84,0.05,0,0,0,0,0,0
0.84,0.06,0,0,0,0,0,0
0.84,0.07,0,0,0,0,0,0
0.84,0.08,0,0,0,0,0,0
0.53,0.2,0,0.608259,0.132812,0.258929,0.850446,896
0.84,0.09,0,0,0,0,0,0
0.84,0.1,0,0,0,0,0,0
0.84,0.11,0,0,0,0,0,0
0.84,0.12,0,0,0,0,0,0
0.84,0.13,0,0,0,0,0,0
0.84,0.14,0,0,0,0,0,0
0.84,0.15,0,0,0,0,0,0
0.84,0.16,0,0,0,0,0,0
0.84,0.17,0,0,0,0,0,0
0.84,0.18,0,0,0,0,0,0
0.53,0.21,0,0.565574,0.145492,0.288934,0.817623,976
0.84,0.19,0,0,0,0,0,0
0.84,0.2,0,0,0,0,0,0
0.84,0.21,0,0,0,0,0,0
0.84,0.22,0,0,0,0,0,0
0.84,0.23,0,0,0,0,0,0
0.84,0.24,0,0,0,0,0,0
0.84,0.25,0,0,0,0,0,0
0.84,0.26,0,0,0,0,0,0
0.84,0.27,0,0,0,0,0,0
0.84,0.28,0,0,0,0,0,0
0.53,0.22,0,0.573684,0.147368,0.278947,0.827751,1045
0.84,0.29,0,0,0,0,0,0
0.84,0.3,0,0,0,0,0,0
0.84,0.31,0,0,0,0,0,0
0.84,0.32,0,0,0,0,0,0
0.84,0.33,0,0,0,0,0,0
0.84,0.34,0,0,0,0,0,0
0.84,0.35,0,0,0,0,0,0
0.84,0.36,0,0.57554,0.0719424,0.352518,0.834532,139
0.84,0.37,0,0.63125,0.0625,0.30625,0.875,80
0.84,0.38,0,0,0,0,0,0
0.53,0.23,0,0.570115,0.135057,0.294828,0.826437,870
0.84,0.39,0,0,0,0,0,0
0.84,0.4,0,0.537801,0.0721649,0.390034,0.783505,291
0.84,0.41,0,0,0,0,0,0
0.84,0.42,0,0,0,0,0,0
0.84,0.43,0,0.516529,0.0785124,0.404959,0.768595,242
0.84,0.44,0,0,0,0,0,0
0.84,0.45,0,0.463158,0.0842105,0.452632,0.726316,95
0.84,0.46,0,0,0,0,0,0
0.84,0.47,0,0.527778,0,0.472222,0.833333,18
0.84,0.48,0,0.446237,0.0824373,0.471326,0.691756,279
0.53,0.24,0,0.557051,0.144779,0.29817,0.796555,929
0.84,0.49,0,0,0,0,0,0
0.85,0,0,0,0,0,0,0
0.85,0.01,0,0,0,0,0,0
0.85,0.02,0,0,0,0,0,0
0.85,0.03,0,0,0,0,0,0
0.85,0.04,0,0,0,0,0,0
0.85,0.05,0,0,0,0,0,0
0.85,0.06,0,0,0,0,0,0
0.85,0.07,0,0,0,0,0,0
0.85,0.08,0,0,0,0,0,0
0.53,0.25,0,0.546361,0.144566,0.309073,0.795613,1003
0.85,0.09,0,0,0,0,0,0
0.85,0.1,0,0,0,0,0,0
0.85,0.11,0,0,0,0,0,0
0.85,0.12,0,0,0,0,0,0
0.85,0.13,0,0,0,0,0,0
0.85,0.14,0,0,0,0,0,0
0.85,0.15,0,0,0,0,0,0
0.85,0.16,0,0,0,0,0,0
0.85,0.17,0,0,0,0,0,0
0.85,0.18,0,0,0,0,0,0
0.53,0.26,0,0.514799,0.156448,0.328753,0.760042,946
0.85,0.19,0,0,0,0,0,0
0.85,0.2,0,0,0,0,0,0
0.85,0.21,0,0,0,0,0,0
0.85,0.22,0,0,0,0,0,0
0.85,0.23,0,0,0,0,0,0
0.85,0.24,0,0,0,0,0,0
0.85,0.25,0,0,0,0,0,0
0.85,0.26,0,0,0,0,0,0
0.85,0.27,0,0,0,0,0,0
0.85,0.28,0,0,0,0,0,0
0.53,0.27,0,0.534116,0.133669,0.332215,0.796421,894
0.85,0.29,0,0,0,0,0,0
0.85,0.3,0,0,0,0,0,0
0.85,0.31,0,0.609914,0.0560345,0.334052,0.844828,232
0.85,0.32,0,0,0,0,0,0
0.85,0.33,0,0,0,0,0,0
0.85,0.34,0,0,0,0,0,0
0.85,0.35,0,0.54717,0.0754717,0.377358,0.830189,53
0.85,0.36,0,0.547414,0.0818966,0.37069,0.758621,116
0.85,0.37,0,0,0,0,0,0
0.85,0.38,0,0,0,0,0,0
0.53,0.28,0,0.492203,0.160331,0.347466,0.755361,1026
0.85,0.39,0,0.541485,0.0655022,0.393013,0.799127,229
0.85,0.4,0,0,0,0,0,0
0.85,0.41,0,0.486577,0.0469799,0.466443,0.724832,149
0.85,0.42,0,0,0,0,0,0
0.85,0.43,0,0,0,0,0,0
0.85,0.44,0,0.493421,0.0789474,0.427632,0.730263,152
0.85,0.45,0,0,0,0,0,0
0.85,0.46,0,0,0,0,0,0
0.85,0.47,0,0,0,0,0,0
0.85,0.48,0,0.46,0.0490909,0.490909,0.730909,275
0.5,0.17,0,0.608299,0.170124,0.221577,0.841494,1205
0.53,0.29,0,0.499447,0.125,0.375553,0.754425,904
0.85,0.49,0,0.477273,0.0629371,0.45979,0.734266,286
0.86,0,0,0,0,0,0,0
0.86,0.01,0,0,0,0,0,0
0.86,0.02,0,0,0,0,0,0
0.86,0.03,0,0,0,0,0,0
0.86,0.04,0,0,0,0,0,0
0.86,0.05,0,0,0,0,0,0
0.86,0.06,0,0,0,0,0,0
0.86,0.07,0,0,0,0,0,0
0.86,0.08,0,0,0,0,0,0
0.53,0.3,0,0.51599,0.146986,0.337023,0.755228,813
0.86,0.09,0,0,0,0,0,0
0.86,0.1,0,0,0,0,0,0
0.86,0.11,0,0,0,0,0,0
0.86,0.12,0,0,0,0,0,0
0.86,0.13,0,0,0,0,0,0
0.86,0.14,0,0,0,0,0,0
0.86,0.15,0,0,0,0,0,0
0.86,0.16,0,0,0,0,0,0
0.86,0.17,0,0,0,0,0,0
0.86,0.18,0,0,0,0,0,0
0.53,0.31,0,0.482881,0.138725,0.378394,0.723731,847
0.86,0.19,0,0,0,0,0,0
0.86,0.2,0,0,0,0,0,0
0.86,0.21,0,0,0,0,0,0
0.86,0.22,0,0,0,0,0,0
0.86,0.23,0,0,0,0,0,0
0.86,0.24,0,0,0,0,0,0
0.86,0.25,0,0,0,0,0,0
0.86,0.26,0,0,0,0,0,0
0.86,0.27,0,0,0,0,0,0
0.86,0.28,0,0,0,0,0,0
0.53,0.32,0,0.466403,0.141634,0.391963,0.700922,759
0.86,0.29,0,0,0,0,0,0
0.86,0.3,0,0,0,0,0,0
0.86,0.31,0,0,0,0,0,0
0.86,0.32,0,0,0,0,0,0
0.86,0.33,0,0,0,0,0,0
0.86,0.34,0,0,0,0,0,0
0.86,0.35,0,0,0,0,0,0
0.86,0.36,0,0,0,0,0,0
0.86,0.37,0,0.636364,0.0909091,0.272727,0.878788,33
0.86,0.38,0,0,0,0,0,0
0.53,0.33,0,0.439359,0.156751,0.40389,0.681922,874
0.86,0.39,0,0,0,0,0,0
0.86,0.4,0,0,0,0,0,0
0.86,0.41,0,0,0,0,0,0
0.86,0.42,0,0,0,0,0,0
0.86,0.43,0,0,0,0,0,0
0.86,0.44,0,0,0,0,0,0
0.86,0.45,0,0,0,0,0,0
0.86,0.46,0,0,0,0,0,0
0.86,0.47,0,0,0,0,0,0
0.86,0.48,0,0.441901,0.0704225,0.487676,0.65493,284
0.53,0.34,0,0.474251,0.121557,0.404192,0.718563,835
0.86,0.49,0,0.46,0.056,0.484,0.728,125
0.87,0,0,0,0,0,0,0
0.87,0.01,0,0,0,0,0,0
0.87,0.02,0,0,0,0,0,0
0.87,0.03,0,0,0,0,0,0
0.87,0.04,0,0,0,0,0,0
0.87,0.05,0,0,0,0,0,0
0.87,0.06,0,0,0,0,0,0
0.87,0.07,0,0,0,0,0,0
0.87,0.08,0,0,0,0,0,0
0.53,0.35,0,0.44523,0.147232,0.407538,0.687868,849
0.87,0.09,0,0,0,0,0,0
0.87,0.1,0,0,0,0,0,0
0.87,0.11,0,0,0,0,0,0
0.87,0.12,0,0,0,0,0,0
0.87,0.13,0,0,0,0,0,0
0.87,0.14,0,0,0,0,0,0
0.87,0.15,0,0,0,0,0,0
0.87,0.16,0,0,0,0,0,0
0.87,0.17,0,0,0,0,0,0
0.87,0.18,0,0,0,0,0,0
0.53,0.36,0,0.440642,0.13338,0.425978,0.702514,716
0.87,0.19,0,0,0,0,0,0
0.87,0.2,0,0,0,0,0,0
