Drive homing rate,Resistance formation rate,rate wt,rate dr,rate of function preserving resistance,rate of function disrupting resistance,rate of inds with at least 1 drive copy,ending pop size
0.87,0.21,0,0,0,0,0,0
0.87,0.22,0,0,0,0,0,0
0.87,0.23,0,0,0,0,0,0
0.87,0.24,0,0,0,0,0,0
0.87,0.25,0,0,0,0,0,0
0.87,0.26,0,0,0,0,0,0
0.87,0.27,0,0,0,0,0,0
0.87,0.28,0,0,0,0,0,0
0.53,0.37,0,0.445455,0.130303,0.424242,0.701818,825
0.87,0.29,0,0,0,0,0,0
0.87,0.3,0,0,0,0,0,0
0.87,0.31,0,0,0,0,0,0
0.87,0.32,0,0,0,0,0,0
0.87,0.33,0,0,0,0,0,0
0.87,0.34,0,0,0,0,0,0
0.87,0.35,0,0,0,0,0,0
0.87,0.36,0,0,0,0,0,0
0.87,0.37,0,0,0,0,0,0
0.87,0.38,0,0,0,0,0,0
0.53,0.38,0,0.447301,0.134319,0.41838,0.692802,778
0.87,0.39,0,0,0,0,0,0
0.87,0.4,0,0,0,0,0,0
0.87,0.41,0,0,0,0,0,0
0.87,0.42,0,0.539474,0.0263158,0.434211,0.789474,38
0.87,0.43,0,0,0,0,0,0
0.87,0.44,0,0.516949,0.0635593,0.419492,0.737288,118
0.87,0.45,0,0,0,0,0,0
0.87,0.46,0,0,0,0,0,0
0.87,0.47,0,0.472727,0.0818182,0.445455,0.763636,55
0.87,0.48,0,0,0,0,0,0
0.5,0.18,0,0.618224,0.145327,0.236449,0.843925,1070
0.53,0.39,0,0.402406,0.152406,0.445187,0.649733,748
0.87,0.49,0,0.57,0.03,0.4,0.78,50
0.88,0,0,0,0,0,0,0
0.88,0.01,0,0,0,0,0,0
0.88,0.02,0,0,0,0,0,0
0.88,0.03,0,0,0,0,0,0
0.88,0.04,0,0,0,0,0,0
0.88,0.05,0,0,0,0,0,0
0.88,0.06,0,0,0,0,0,0
0.88,0.07,0,0,0,0,0,0
0.88,0.08,0,0,0,0,0,0
0.53,0.4,0,0.40035,0.135781,0.463869,0.629371,858
0.88,0.09,0,0,0,0,0,0
0.88,0.1,0,0,0,0,0,0
0.88,0.11,0,0,0,0,0,0
0.88,0.12,0,0,0,0,0,0
0.88,0.13,0,0,0,0,0,0
0.88,0.14,0,0,0,0,0,0
0.88,0.15,0,0,0,0,0,0
0.88,0.16,0,0,0,0,0,0
0.88,0.17,0,0,0,0,0,0
0.88,0.18,0,0,0,0,0,0
0.53,0.41,0,0.388961,0.125974,0.485065,0.61039,770
0.88,0.19,0,0,0,0,0,0
0.88,0.2,0,0,0,0,0,0
0.88,0.21,0,0,0,0,0,0
0.88,0.22,0,0,0,0,0,0
0.88,0.23,0,0,0,0,0,0
0.88,0.24,0,0,0,0,0,0
0.88,0.25,0,0,0,0,0,0
0.88,0.26,0,0,0,0,0,0
0.88,0.27,0,0,0,0,0,0
0.88,0.28,0,0,0,0,0,0
0.53,0.42,0,0.386062,0.138827,0.475111,0.627212,904
0.88,0.29,0,0,0,0,0,0
0.88,0.3,0,0,0,0,0,0
0.88,0.31,0,0,0,0,0,0
0.88,0.32,0,0,0,0,0,0
0.88,0.33,0,0,0,0,0,0
0.88,0.34,0,0,0,0,0,0
0.88,0.35,0,0,0,0,0,0
0.88,0.36,0,0,0,0,0,0
0.88,0.37,0,0,0,0,0,0
0.88,0.38,0,0,0,0,0,0
0.53,0.43,0,0.350311,0.134161,0.515528,0.571429,805
0.88,0.39,0,0,0,0,0,0
0.88,0.4,0,0,0,0,0,0
0.88,0.41,0,0,0,0,0,0
0.88,0.42,0,0,0,0,0,0
0.88,0.43,0,0,0,0,0,0
0.88,0.44,0,0.521341,0.070122,0.408537,0.743902,164
0.88,0.45,0,0,0,0,0,0
0.88,0.46,0,0.592105,0.0394737,0.368421,0.868421,38
0.88,0.47,0,0,0,0,0,0
0.88,0.48,0,0,0,0,0,0
0.53,0.44,0,0.38646,0.12835,0.48519,0.641749,709
0.88,0.49,0,0.443878,0.0663265,0.489796,0.755102,98
0.89,0,0,0,0,0,0,0
0.89,0.01,0,0,0,0,0,0
0.89,0.02,0,0,0,0,0,0
0.89,0.03,0,0,0,0,0,0
0.89,0.04,0,0,0,0,0,0
0.89,0.05,0,0,0,0,0,0
0.89,0.06,0,0,0,0,0,0
0.89,0.07,0,0,0,0,0,0
0.89,0.08,0,0,0,0,0,0
0.53,0.45,0,0.36221,0.121419,0.516371,0.583902,733
0.89,0.09,0,0,0,0,0,0
0.89,0.1,0,0,0,0,0,0
0.89,0.11,0,0,0,0,0,0
0.89,0.12,0,0,0,0,0,0
0.89,0.13,0,0,0,0,0,0
0.89,0.14,0,0,0,0,0,0
0.89,0.15,0,0,0,0,0,0
0.89,0.16,0,0,0,0,0,0
0.89,0.17,0,0,0,0,0,0
0.89,0.18,0,0,0,0,0,0
0.53,0.46,0,0.339695,0.108397,0.551908,0.566412,655
0.89,0.19,0,0,0,0,0,0
0.89,0.2,0,0,0,0,0,0
0.89,0.21,0,0,0,0,0,0
0.89,0.22,0,0,0,0,0,0
0.89,0.23,0,0,0,0,0,0
0.89,0.24,0,0,0,0,0,0
0.89,0.25,0,0,0,0,0,0
0.89,0.26,0,0,0,0,0,0
0.89,0.27,0,0,0,0,0,0
0.89,0.28,0,0,0,0,0,0
0.53,0.47,0,0.352174,0.133333,0.514493,0.584058,690
0.89,0.29,0,0,0,0,0,0
0.89,0.3,0,0,0,0,0,0
0.89,0.31,0,0,0,0,0,0
0.89,0.32,0,0,0,0,0,0
0.89,0.33,0,0,0,0,0,0
0.89,0.34,0,0,0,0,0,0
0.89,0.35,0,0,0,0,0,0
0.89,0.36,0,0,0,0,0,0
0.89,0.37,0,0,0,0,0,0
0.89,0.38,0,0,0,0,0,0
0.53,0.48,0,0.333063,0.148298,0.518639,0.552674,617
0.89,0.39,0,0,0,0,0,0
0.89,0.4,0,0,0,0,0,0
0.89,0.41,0,0,0,0,0,0
0.89,0.42,0,0,0,0,0,0
0.89,0.43,0,0,0,0,0,0
0.89,0.44,0,0,0,0,0,0
0.89,0.45,0,0,0,0,0,0
0.89,0.46,0,0.46648,0.0614525,0.472067,0.709497,179
0.89,0.47,0,0,0,0,0,0
0.89,0.48,0,0,0,0,0,0
0.5,0.01,0.124166,0.79318,0.0685693,0.0140845,0.971831,1349
0.5,0.19,0,0.584609,0.166241,0.24915,0.830782,1176
0.53,0.49,0,0.332378,0.136819,0.530802,0.554441,698
0.89,0.49,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0
0.9,0.01,0,0,0,0,0,0
0.9,0.02,0,0,0,0,0,0
0.9,0.03,0,0,0,0,0,0
0.9,0.04,0,0,0,0,0,0
0.9,0.05,0,0,0,0,0,0
0.9,0.06,0,0,0,0,0,0
0.9,0.07,0,0,0,0,0,0
0.9,0.08,0,0,0,0,0,0
0.54,0,0.148117,0.851883,0,0,0.9841,1195
0.9,0.09,0,0,0,0,0,0
0.9,0.1,0,0,0,0,0,0
0.9,0.11,0,0,0,0,0,0
0.9,0.12,0,0,0,0,0,0
0.9,0.13,0,0,0,0,0,0
0.9,0.14,0,0,0,0,0,0
0.9,0.15,0,0,0,0,0,0
0.9,0.16,0,0,0,0,0,0
0.9,0.17,0,0,0,0,0,0
0.9,0.18,0,0,0,0,0,0
0.54,0.01,0.109347,0.814428,0.0657895,0.0104356,0.971869,1102
0.9,0.19,0,0,0,0,0,0
0.9,0.2,0,0,0,0,0,0
0.9,0.21,0,0,0,0,0,0
0.9,0.22,0,0,0,0,0,0
0.9,0.23,0,0,0,0,0,0
0.9,0.24,0,0,0,0,0,0
0.9,0.25,0,0,0,0,0,0
0.9,0.26,0,0,0,0,0,0
0.9,0.27,0,0,0,0,0,0
0.9,0.28,0,0,0,0,0,0
0.54,0.02,0.0774355,0.801832,0.0824313,0.0383014,0.96836,1201
0.9,0.29,0,0,0,0,0,0
0.9,0.3,0,0,0,0,0,0
0.9,0.31,0,0,0,0,0,0
0.9,0.32,0,0,0,0,0,0
0.9,0.33,0,0,0,0,0,0
0.9,0.34,0,0,0,0,0,0
0.9,0.35,0,0,0,0,0,0
0.9,0.36,0,0,0,0,0,0
0.9,0.37,0,0,0,0,0,0
0.9,0.38,0,0,0,0,0,0
0.54,0.03,0.0395395,0.782282,0.125125,0.0530531,0.956957,999
0.9,0.39,0,0,0,0,0,0
0.9,0.4,0,0,0,0,0,0
0.9,0.41,0,0,0,0,0,0
0.9,0.42,0,0,0,0,0,0
0.9,0.43,0,0,0,0,0,0
0.9,0.44,0,0,0,0,0,0
0.9,0.45,0,0,0,0,0,0
0.9,0.46,0,0,0,0,0,0
0.9,0.47,0,0,0,0,0,0
0.9,0.48,0,0,0,0,0,0
0.54,0.04,0.00600437,0.78548,0.153384,0.055131,0.959607,916
0.9,0.49,0,0.473214,0.0595238,0.467262,0.732143,168
0.91,0,0,0,0,0,0,0
0.91,0.01,0,0,0,0,0,0
0.91,0.02,0,0,0,0,0,0
0.91,0.03,0,0,0,0,0,0
0.91,0.04,0,0,0,0,0,0
0.91,0.05,0,0,0,0,0,0
0.91,0.06,0,0,0,0,0,0
0.91,0.07,0,0,0,0,0,0
0.91,0.08,0,0,0,0,0,0
0.54,0.05,0.0446512,0.771163,0.112558,0.0716279,0.946977,1075
0.91,0.09,0,0,0,0,0,0
0.91,0.1,0,0,0,0,0,0
0.91,0.11,0,0,0,0,0,0
0.91,0.12,0,0,0,0,0,0
0.91,0.13,0,0,0,0,0,0
0.91,0.14,0,0,0,0,0,0
0.91,0.15,0,0,0,0,0,0
0.91,0.16,0,0,0,0,0,0
0.91,0.17,0,0,0,0,0,0
0.91,0.18,0,0,0,0,0,0
0.54,0.06,0.0610998,0.755601,0.0967413,0.086558,0.946029,982
0.91,0.19,0,0,0,0,0,0
0.91,0.2,0,0,0,0,0,0
0.91,0.21,0,0,0,0,0,0
0.91,0.22,0,0,0,0,0,0
0.91,0.23,0,0,0,0,0,0
0.91,0.24,0,0,0,0,0,0
0.91,0.25,0,0,0,0,0,0
0.91,0.26,0,0,0,0,0,0
0.91,0.27,0,0,0,0,0,0
0.91,0.28,0,0,0,0,0,0
0.54,0.07,0.00712831,0.735743,0.149185,0.107943,0.940937,982
0.91,0.29,0,0,0,0,0,0
0.91,0.3,0,0,0,0,0,0
0.91,0.31,0,0,0,0,0,0
0.91,0.32,0,0,0,0,0,0
0.91,0.33,0,0,0,0,0,0
0.91,0.34,0,0,0,0,0,0
0.91,0.35,0,0,0,0,0,0
0.91,0.36,0,0,0,0,0,0
0.91,0.37,0,0,0,0,0,0
0.91,0.38,0,0,0,0,0,0
0.54,0.08,0,0.728546,0.158932,0.112522,0.941331,1142
0.91,0.39,0,0,0,0,0,0
0.91,0.4,0,0,0,0,0,0
0.91,0.41,0,0,0,0,0,0
0.91,0.42,0,0,0,0,0,0
0.91,0.43,0,0,0,0,0,0
0.91,0.44,0,0,0,0,0,0
0.91,0.45,0,0,0,0,0,0
0.91,0.46,0,0,0,0,0,0
0.91,0.47,0,0,0,0,0,0
0.91,0.48,0,0,0,0,0,0
0.5,0.2,0,0.613739,0.15991,0.226351,0.856982,888
0.54,0.09,0.00756757,0.699459,0.172432,0.120541,0.908108,925
0.91,0.49,0,0,0,0,0,0
0.92,0,0,0,0,0,0,0
0.92,0.01,0,0,0,0,0,0
0.92,0.02,0,0,0,0,0,0
0.92,0.03,0,0,0,0,0,0
0.92,0.04,0,0,0,0,0,0
0.92,0.05,0,0,0,0,0,0
0.92,0.06,0,0,0,0,0,0
0.92,0.07,0,0,0,0,0,0
0.92,0.08,0,0,0,0,0,0
0.54,0.1,0,0.731795,0.144103,0.124103,0.939487,975
0.92,0.09,0,0,0,0,0,0
0.92,0.1,0,0,0,0,0,0
0.92,0.11,0,0,0,0,0,0
0.92,0.12,0,0,0,0,0,0
0.92,0.13,0,0,0,0,0,0
0.92,0.14,0,0,0,0,0,0
0.92,0.15,0,0,0,0,0,0
0.92,0.16,0,0,0,0,0,0
0.92,0.17,0,0,0,0,0,0
0.92,0.18,0,0,0,0,0,0
0.54,0.11,0,0.712385,0.156422,0.131193,0.922018,1090
0.92,0.19,0,0,0,0,0,0
0.92,0.2,0,0,0,0,0,0
0.92,0.21,0,0,0,0,0,0
0.92,0.22,0,0,0,0,0,0
0.92,0.23,0,0,0,0,0,0
0.92,0.24,0,0,0,0,0,0
0.92,0.25,0,0,0,0,0,0
0.92,0.26,0,0,0,0,0,0
0.92,0.27,0,0,0,0,0,0
0.92,0.28,0,0,0,0,0,0
0.54,0.12,0,0.68862,0.1549,0.156481,0.909378,949
0.92,0.29,0,0,0,0,0,0
0.92,0.3,0,0,0,0,0,0
0.92,0.31,0,0,0,0,0,0
0.92,0.32,0,0,0,0,0,0
0.92,0.33,0,0,0,0,0,0
0.92,0.34,0,0,0,0,0,0
0.92,0.35,0,0,0,0,0,0
0.92,0.36,0,0,0,0,0,0
0.92,0.37,0,0,0,0,0,0
0.92,0.38,0,0,0,0,0,0
0.54,0.13,0.005,0.683,0.1415,0.1705,0.905,1000
0.92,0.39,0,0,0,0,0,0
0.92,0.4,0,0,0,0,0,0
0.92,0.41,0,0,0,0,0,0
0.92,0.42,0,0,0,0,0,0
0.92,0.43,0,0,0,0,0,0
0.92,0.44,0,0,0,0,0,0
0.92,0.45,0,0,0,0,0,0
0.92,0.46,0,0,0,0,0,0
0.92,0.47,0,0,0,0,0,0
0.92,0.48,0,0,0,0,0,0
0.54,0.14,0,0.684417,0.144619,0.170964,0.904709,892
0.92,0.49,0,0,0,0,0,0
0.93,0,0,0,0,0,0,0
0.93,0.01,0,0,0,0,0,0
0.93,0.02,0,0,0,0,0,0
0.93,0.03,0,0,0,0,0,0
0.93,0.04,0,0,0,0,0,0
0.93,0.05,0,0,0,0,0,0
0.93,0.06,0,0,0,0,0,0
0.93,0.07,0,0,0,0,0,0
0.93,0.08,0,0,0,0,0,0
0.54,0.15,0,0.636598,0.160825,0.202577,0.864948,970
0.93,0.09,0,0,0,0,0,0
0.93,0.1,0,0,0,0,0,0
0.93,0.11,0,0,0,0,0,0
0.93,0.12,0,0,0,0,0,0
0.93,0.13,0,0,0,0,0,0
0.93,0.14,0,0,0,0,0,0
0.93,0.15,0,0,0,0,0,0
0.93,0.16,0,0,0,0,0,0
0.93,0.17,0,0,0,0,0,0
0.93,0.18,0,0,0,0,0,0
0.54,0.16,0,0.664729,0.123547,0.211725,0.886628,1032
0.93,0.19,0,0,0,0,0,0
0.93,0.2,0,0,0,0,0,0
0.93,0.21,0,0,0,0,0,0
0.93,0.22,0,0,0,0,0,0
0.93,0.23,0,0,0,0,0,0
0.93,0.24,0,0,0,0,0,0
0.93,0.25,0,0,0,0,0,0
0.93,0.26,0,0,0,0,0,0
0.93,0.27,0,0,0,0,0,0
0.93,0.28,0,0,0,0,0,0
0.54,0.17,0,0.618269,0.157692,0.224038,0.860577,1040
0.93,0.29,0,0,0,0,0,0
0.93,0.3,0,0,0,0,0,0
0.93,0.31,0,0,0,0,0,0
0.93,0.32,0,0,0,0,0,0
0.93,0.33,0,0,0,0,0,0
0.93,0.34,0,0,0,0,0,0
0.93,0.35,0,0,0,0,0,0
0.93,0.36,0,0,0,0,0,0
0.93,0.37,0,0,0,0,0,0
0.93,0.38,0,0,0,0,0,0
0.54,0.18,0,0.632172,0.143955,0.223873,0.868852,976
0.93,0.39,0,0,0,0,0,0
0.93,0.4,0,0,0,0,0,0
0.93,0.41,0,0,0,0,0,0
0.93,0.42,0,0,0,0,0,0
0.93,0.43,0,0,0,0,0,0
0.93,0.44,0,0,0,0,0,0
0.93,0.45,0,0,0,0,0,0
0.93,0.46,0,0,0,0,0,0
0.93,0.47,0,0,0,0,0,0
0.93,0.48,0,0,0,0,0,0
0.5,0.21,0,0.575226,0.156109,0.268665,0.824661,884
0.54,0.19,0,0.616573,0.147472,0.235955,0.847378,1068
0.93,0.49,0,0,0,0,0,0
0.94,0,0,0,0,0,0,0
0.94,0.01,0,0,0,0,0,0
0.94,0.02,0,0,0,0,0,0
0.94,0.03,0,0,0,0,0,0
0.94,0.04,0,0,0,0,0,0
0.94,0.05,0,0,0,0,0,0
0.94,0.06,0,0,0,0,0,0
0.94,0.07,0,0,0,0,0,0
0.94,0.08,0,0,0,0,0,0
0.54,0.2,0,0.605612,0.15051,0.243878,0.856122,980
0.94,0.09,0,0,0,0,0,0
0.94,0.1,0,0,0,0,0,0
0.94,0.11,0,0,0,0,0,0
0.94,0.12,0,0,0,0,0,0
0.94,0.13,0,0,0,0,0,0
0.94,0.14,0,0,0,0,0,0
0.94,0.15,0,0,0,0,0,0
0.94,0.16,0,0,0,0,0,0
0.94,0.17,0,0,0,0,0,0
0.94,0.18,0,0,0,0,0,0
0.54,0.21,0,0.583417,0.143856,0.272727,0.818182,1001
0.94,0.19,0,0,0,0,0,0
0.94,0.2,0,0,0,0,0,0
0.94,0.21,0,0,0,0,0,0
0.94,0.22,0,0,0,0,0,0
0.94,0.23,0,0,0,0,0,0
0.94,0.24,0,0,0,0,0,0
0.94,0.25,0,0,0,0,0,0
0.94,0.26,0,0,0,0,0,0
0.94,0.27,0,0,0,0,0,0
0.94,0.28,0,0,0,0,0,0
0.54,0.22,0,0.55119,0.152976,0.295833,0.825,840
0.94,0.29,0,0,0,0,0,0
0.94,0.3,0,0,0,0,0,0
0.94,0.31,0,0,0,0,0,0
0.94,0.32,0,0,0,0,0,0
0.94,0.33,0,0,0,0,0,0
0.94,0.34,0,0,0,0,0,0
0.94,0.35,0,0,0,0,0,0
0.94,0.36,0,0,0,0,0,0
0.94,0.37,0,0,0,0,0,0
0.94,0.38,0,0,0,0,0,0
0.54,0.23,0,0.571098,0.147399,0.281503,0.818497,865
0.94,0.39,0,0,0,0,0,0
0.94,0.4,0,0,0,0,0,0
0.94,0.41,0,0,0,0,0,0
0.94,0.42,0,0,0,0,0,0
0.94,0.43,0,0,0,0,0,0
0.94,0.44,0,0,0,0,0,0
0.94,0.45,0,0,0,0,0,0
0.94,0.46,0,0,0,0,0,0
0.94,0.47,0,0,0,0,0,0
0.94,0.48,0,0,0,0,0,0
0.54,0.24,0,0.566348,0.13482,0.298832,0.802548,942
0.94,0.49,0,0,0,0,0,0
0.95,0,0,0,0,0,0,0
0.95,0.01,0,0,0,0,0,0
0.95,0.02,0,0,0,0,0,0
0.95,0.03,0,0,0,0,0,0
0.95,0.04,0,0,0,0,0,0
0.95,0.05,0,0,0,0,0,0
0.95,0.06,0,0,0,0,0,0
0.95,0.07,0,0,0,0,0,0
0.95,0.08,0,0,0,0,0,0
0.54,0.25,0,0.575295,0.146654,0.278051,0.812992,1016
0.95,0.09,0,0,0,0,0,0
0.95,0.1,0,0,0,0,0,0
0.95,0.11,0,0,0,0,0,0
0.95,0.12,0,0,0,0,0,0
0.95,0.13,0,0,0,0,0,0
0.95,0.14,0,0,0,0,0,0
0.95,0.15,0,0,0,0,0,0
0.95,0.16,0,0,0,0,0,0
0.95,0.17,0,0,0,0,0,0
0.95,0.18,0,0,0,0,0,0
0.54,0.26,0,0.533676,0.143265,0.323059,0.771689,876
0.95,0.19,0,0,0,0,0,0
0.95,0.2,0,0,0,0,0,0
0.95,0.21,0,0,0,0,0,0
0.95,0.22,0,0,0,0,0,0
0.95,0.23,0,0,0,0,0,0
0.95,0.24,0,0,0,0,0,0
0.95,0.25,0,0,0,0,0,0
0.95,0.26,0,0,0,0,0,0
0.95,0.27,0,0,0,0,0,0
0.95,0.28,0,0,0,0,0,0
0.54,0.27,0,0.537998,0.138118,0.323884,0.785283,829
0.95,0.29,0,0,0,0,0,0
0.95,0.3,0,0,0,0,0,0
0.95,0.31,0,0,0,0,0,0
0.95,0.32,0,0,0,0,0,0
0.95,0.33,0,0,0,0,0,0
0.95,0.34,0,0,0,0,0,0
0.95,0.35,0,0,0,0,0,0
0.95,0.36,0,0,0,0,0,0
0.95,0.37,0,0,0,0,0,0
0.95,0.38,0,0,0,0,0,0
0.54,0.28,0,0.515911,0.130665,0.353423,0.764706,1037
0.95,0.39,0,0,0,0,0,0
0.95,0.4,0,0,0,0,0,0
0.95,0.41,0,0,0,0,0,0
0.95,0.42,0,0,0,0,0,0
0.95,0.43,0,0,0,0,0,0
0.95,0.44,0,0,0,0,0,0
0.95,0.45,0,0,0,0,0,0
0.95,0.46,0,0,0,0,0,0
0.95,0.47,0,0,0,0,0,0
0.95,0.48,0,0,0,0,0,0
0.5,0.22,0,0.553415,0.151051,0.295534,0.80035,1142
0.54,0.29,0,0.498219,0.125297,0.376485,0.748219,842
0.95,0.49,0,0,0,0,0,0
0.96,0,0,0,0,0,0,0
0.96,0.01,0,0,0,0,0,0
0.96,0.02,0,0,0,0,0,0
0.96,0.03,0,0,0,0,0,0
0.96,0.04,0,0,0,0,0,0
0.96,0.05,0,0,0,0,0,0
0.96,0.06,0,0,0,0,0,0
0.96,0.07,0,0,0,0,0,0
0.96,0.08,0,0,0,0,0,0
0.54,0.3,0,0.495644,0.138432,0.365924,0.740561,1033
0.96,0.09,0,0,0,0,0,0
0.96,0.1,0,0,0,0,0,0
0.96,0.11,0,0,0,0,0,0
0.96,0.12,0,0,0,0,0,0
0.96,0.13,0,0,0,0,0,0
0.96,0.14,0,0,0,0,0,0
0.96,0.15,0,0,0,0,0,0
0.96,0.16,0,0,0,0,0,0
0.96,0.17,0,0,0,0,0,0
0.96,0.18,0,0,0,0,0,0
0.54,0.31,0,0.478842,0.144209,0.376949,0.728285,898
0.96,0.19,0,0,0,0,0,0
0.96,0.2,0,0,0,0,0,0
0.96,0.21,0,0,0,0,0,0
0.96,0.22,0,0,0,0,0,0
0.96,0.23,0,0,0,0,0,0
0.96,0.24,0,0,0,0,0,0
0.96,0.25,0,0,0,0,0,0
0.96,0.26,0,0,0,0,0,0
0.96,0.27,0,0,0,0,0,0
0.96,0.28,0,0,0,0,0,0
0.54,0.32,0,0.473976,0.140642,0.385382,0.709856,903
0.96,0.29,0,0,0,0,0,0
0.96,0.3,0,0,0,0,0,0
0.96,0.31,0,0,0,0,0,0
0.96,0.32,0,0,0,0,0,0
0.96,0.33,0,0,0,0,0,0
0.96,0.34,0,0,0,0,0,0
0.96,0.35,0,0,0,0,0,0
0.96,0.36,0,0,0,0,0,0
0.96,0.37,0,0,0,0,0,0
0.96,0.38,0,0,0,0,0,0
0.54,0.33,0,0.479803,0.120087,0.400109,0.732533,916
0.96,0.39,0,0,0,0,0,0
0.96,0.4,0,0,0,0,0,0
0.96,0.41,0,0,0,0,0,0
0.96,0.42,0,0,0,0,0,0
0.96,0.43,0,0,0,0,0,0
0.96,0.44,0,0,0,0,0,0
0.96,0.45,0,0,0,0,0,0
0.96,0.46,0,0,0,0,0,0
0.96,0.47,0,0,0,0,0,0
0.96,0.48,0,0,0,0,0,0
0.54,0.34,0,0.453349,0.138158,0.408493,0.705742,836
0.96,0.49,0,0,0,0,0,0
0.97,0,0,0,0,0,0,0
0.97,0.01,0,0,0,0,0,0
0.97,0.02,0,0,0,0,0,0
0.97,0.03,0,0,0,0,0,0
0.97,0.04,0,0,0,0,0,0
0.97,0.05,0,0,0,0,0,0
0.97,0.06,0,0,0,0,0,0
0.97,0.07,0,0,0,0,0,0
0.97,0.08,0,0,0,0,0,0
0.54,0.35,0,0.468992,0.136305,0.394703,0.711886,774
0.97,0.09,0,0,0,0,0,0
0.97,0.1,0,0,0,0,0,0
0.97,0.11,0,0,0,0,0,0
0.97,0.12,0,0,0,0,0,0
0.97,0.13,0,0,0,0,0,0
0.97,0.14,0,0,0,0,0,0
0.97,0.15,0,0,0,0,0,0
0.97,0.16,0,0,0,0,0,0
0.97,0.17,0,0,0,0,0,0
0.97,0.18,0,0,0,0,0,0
0.54,0.36,0,0.46993,0.123776,0.406294,0.716084,715
0.97,0.19,0,0,0,0,0,0
0.97,0.2,0,0,0,0,0,0
0.97,0.21,0,0,0,0,0,0
0.97,0.22,0,0,0,0,0,0
0.97,0.23,0,0,0,0,0,0
0.97,0.24,0,0,0,0,0,0
0.97,0.25,0,0,0,0,0,0
0.97,0.26,0,0,0,0,0,0
0.97,0.27,0,0,0,0,0,0
0.97,0.28,0,0,0,0,0,0
0.54,0.37,0,0.451128,0.117168,0.431704,0.697995,798
0.97,0.29,0,0,0,0,0,0
0.97,0.3,0,0,0,0,0,0
0.97,0.31,0,0,0,0,0,0
0.97,0.32,0,0,0,0,0,0
0.97,0.33,0,0,0,0,0,0
0.97,0.34,0,0,0,0,0,0
0.97,0.35,0,0,0,0,0,0
0.97,0.36,0,0,0,0,0,0
0.97,0.37,0,0,0,0,0,0
0.97,0.38,0,0,0,0,0,0
0.54,0.38,0,0.427332,0.130152,0.442516,0.678959,922
0.97,0.39,0,0,0,0,0,0
0.97,0.4,0,0,0,0,0,0
0.97,0.41,0,0,0,0,0,0
0.97,0.42,0,0,0,0,0,0
0.97,0.43,0,0,0,0,0,0
0.97,0.44,0,0,0,0,0,0
0.97,0.45,0,0,0,0,0,0
0.97,0.46,0,0,0,0,0,0
0.97,0.47,0,0,0,0,0,0
0.97,0.48,0,0,0,0,0,0
0.5,0.23,0,0.550542,0.151625,0.297834,0.801444,1108
0.54,0.39,0,0.398763,0.145107,0.45613,0.63892,889
0.97,0.49,0,0,0,0,0,0
0.98,0,0,0,0,0,0,0
0.98,0.01,0,0,0,0,0,0
0.98,0.02,0,0,0,0,0,0
0.98,0.03,0,0,0,0,0,0
0.98,0.04,0,0,0,0,0,0
0.98,0.05,0,0,0,0,0,0
0.98,0.06,0,0,0,0,0,0
0.98,0.07,0,0,0,0,0,0
0.98,0.08,0,0,0,0,0,0
0.54,0.4,0,0.394517,0.15435,0.451132,0.634088,839
0.98,0.09,0,0,0,0,0,0
0.98,0.1,0,0,0,0,0,0
0.98,0.11,0,0,0,0,0,0
0.98,0.12,0,0,0,0,0,0
0.98,0.13,0,0,0,0,0,0
0.98,0.14,0,0,0,0,0,0
0.98,0.15,0,0,0,0,0,0
0.98,0.16,0,0,0,0,0,0
0.98,0.17,0,0,0,0,0,0
0.98,0.18,0,0,0,0,0,0
0.54,0.41,0,0.404529,0.115667,0.479804,0.629131,817
0.98,0.19,0,0,0,0,0,0
0.98,0.2,0,0,0,0,0,0
0.98,0.21,0,0,0,0,0,0
0.98,0.22,0,0,0,0,0,0
0.98,0.23,0,0,0,0,0,0
0.98,0.24,0,0,0,0,0,0
0.98,0.25,0,0,0,0,0,0
0.98,0.26,0,0,0,0,0,0
0.98,0.27,0,0,0,0,0,0
0.98,0.28,0,0,0,0,0,0
0.54,0.42,0,0.413155,0.126437,0.460409,0.666667,783
0.98,0.29,0,0,0,0,0,0
0.98,0.3,0,0,0,0,0,0
0.98,0.31,0,0,0,0,0,0
0.98,0.32,0,0,0,0,0,0
0.98,0.33,0,0,0,0,0,0
0.98,0.34,0,0,0,0,0,0
0.98,0.35,0,0,0,0,0,0
0.98,0.36,0,0,0,0,0,0
0.98,0.37,0,0,0,0,0,0
0.98,0.38,0,0,0,0,0,0
0.54,0.43,0,0.381743,0.121024,0.497234,0.64177,723
0.98,0.39,0,0,0,0,0,0
0.98,0.4,0,0,0,0,0,0
0.98,0.41,0,0,0,0,0,0
0.98,0.42,0,0,0,0,0,0
0.98,0.43,0,0,0,0,0,0
0.98,0.44,0,0,0,0,0,0
0.98,0.45,0,0,0,0,0,0
0.98,0.46,0,0,0,0,0,0
0.98,0.47,0,0,0,0,0,0
0.98,0.48,0,0,0,0,0,0
0.54,0.44,0,0.366286,0.150824,0.48289,0.599493,789
0.98,0.49,0,0,0,0,0,0
0.99,0,0,0,0,0,0,0
0.99,0.01,0,0,0,0,0,0
0.99,0.02,0,0,0,0,0,0
0.99,0.03,0,0,0,0,0,0
0.99,0.04,0,0,0,0,0,0
0.99,0.05,0,0,0,0,0,0
