Drive homing rate,Resistance formation rate,rate wt,rate dr,rate of function preserving resistance,rate of function disrupting resistance,rate of inds with at least 1 drive copy,ending pop size
0.77,0.035,0,0.680643,0,0.319357,0.893765,4603
0.77,0.036,0,0.745568,0,0.254432,0.932039,4738
0.77,0.037,0,0.791927,0,0.208073,0.956811,4955
0.77,0.038,0,0.621013,0,0.378987,0.850626,4954
0.77,0.039,0,0.658908,0,0.341092,0.877509,4833
0.77,0.04,0,0.680863,0,0.319137,0.898136,4614
0.77,0.041,0,0.539386,0,0.460614,0.783953,4786
0.52,0.039,0,0.578053,0,0.421947,0.81731,5003
0.77,0.042,0,0.673394,0,0.326606,0.896636,4905
0.77,0.043,0,0.683642,0,0.316358,0.900021,4811
0.77,0.044,0,0.550861,0,0.449139,0.806254,5053
0.77,0.045,0,0.571338,0,0.428662,0.816077,4752
0.77,0.046,0,0.691873,0,0.308127,0.912023,4774
0.77,0.047,0,0.523756,0,0.476244,0.770595,4904
0.77,0.048,0,0.674148,0,0.325852,0.897523,4723
0.77,0.049,0,0.569749,0,0.430251,0.810541,5104
0.77,0.05,0,0.664813,0,0.335187,0.883189,4854
0.78,0,0,1,0,0,1,4899
0.52,0.04,0,0.644937,0,0.355063,0.871283,4809
0.78,0.001,0,1,0,0,1,4690
0.78,0.002,0,0.949487,0,0.0505126,0.998505,4682
0.78,0.003,0,0.95848,0,0.0415196,0.997716,4817
0.78,0.004,0,0.929716,0,0.0702841,0.994873,4681
0.78,0.005,0,0.878535,0,0.121465,0.982434,4668
0.78,0.006,0,0.845605,0,0.154395,0.977042,4835
0.78,0.007,0,0.802238,0,0.197762,0.960529,4915
0.78,0.008,0,0.742939,0,0.257061,0.933956,4709
0.78,0.009,0,0.972162,0,0.0278384,0.998908,4580
0.78,0.01,0,0.841815,0,0.158185,0.972434,4716
0.52,0.041,0,0.590536,0,0.409464,0.835962,4755
0.78,0.011,0,0.848694,0,0.151306,0.978265,4785
0.78,0.012,0,0.950997,0,0.0490031,0.998531,4765
0.78,0.013,0,0.840732,0,0.159268,0.974928,4866
0.78,0.014,0,0.799218,0,0.200782,0.958386,4734
0.78,0.015,0,0.799141,0,0.200859,0.959765,4772
0.78,0.016,0,0.751409,0,0.248591,0.937591,4791
0.78,0.017,0,0.84891,0,0.15109,0.978193,4815
0.78,0.018,0,0.733416,0,0.266584,0.935323,4824
0.78,0.019,0,0.807161,0,0.192839,0.963451,4706
0.78,0.02,0,0.88228,0,0.11772,0.988475,4859
0.52,0.042,0,0.750267,0,0.249733,0.938636,4677
0.78,0.021,0,0.904415,0,0.0955853,0.993925,4938
0.78,0.022,0,0.859629,0,0.140371,0.978651,4684
0.78,0.023,0,0.753259,0,0.246741,0.941868,4679
0.78,0.024,0,0.735076,0,0.264924,0.929932,4724
0.78,0.025,0,0.905074,0,0.0949258,0.992045,4651
0.78,0.026,0,0.795689,0,0.204311,0.964315,4848
0.78,0.027,0,0.648114,0,0.351886,0.876933,4851
0.78,0.028,0,0.781755,0,0.218245,0.951921,4763
0.78,0.029,0,0.746359,0,0.253641,0.938667,4875
0.78,0.03,0,0.563861,0,0.436139,0.819835,4729
0.52,0.043,0,0.570917,0,0.429083,0.81314,4886
0.78,0.031,0,0.799742,0,0.200258,0.965369,4649
0.78,0.032,0,0.734385,0,0.265615,0.933152,4787
0.78,0.033,0,0.695081,0,0.304919,0.909546,4798
0.78,0.034,0,0.73766,0,0.26234,0.928905,4923
0.78,0.035,0,0.540255,0,0.459745,0.786073,4782
0.78,0.036,0,0.706176,0,0.293824,0.90996,4809
0.78,0.037,0,0.701709,0,0.298291,0.907479,4680
0.78,0.038,0,0.6167,0,0.3833,0.851822,4940
0.78,0.039,0,0.503579,0,0.496421,0.743763,4890
0.78,0.04,0,0.59399,0,0.40601,0.82907,4809
0.52,0.044,0,0.633419,0,0.366581,0.861166,5078
0.78,0.041,0,0.545171,0,0.454829,0.789967,4804
0.78,0.042,0,0.688308,0,0.311692,0.905026,4875
0.78,0.043,0,0.700535,0,0.299465,0.909502,4862
0.78,0.044,0,0.638645,0,0.361355,0.86921,4901
0.78,0.045,0,0.508159,0,0.491841,0.755842,4964
0.78,0.046,0,0.57441,0,0.42559,0.82044,4912
0.78,0.047,0,0.640387,0,0.359613,0.865788,4858
0.78,0.048,0,0.653312,0,0.346688,0.873607,4755
0.78,0.049,0,0.577995,0,0.422005,0.821755,4808
0.78,0.05,0,0.617843,0,0.382157,0.855923,4803
0.52,0.045,0,0.531557,0,0.468443,0.776025,4880
0.79,0,0,1,0,0,1,4773
0.79,0.001,0,0.939641,0,0.0603594,0.996617,4730
0.79,0.002,0,0.978357,0,0.0216426,1,4505
0.79,0.003,0,0.985076,0,0.0149238,0.999788,4724
0.79,0.004,0,0.976504,0,0.0234964,0.999569,4639
0.79,0.005,0,0.868655,0,0.131345,0.98308,4728
0.79,0.006,0,0.920857,0,0.0791428,0.99321,4713
0.79,0.007,0,0.841651,0,0.158349,0.979364,4749
0.79,0.008,0,0.936267,0,0.0637328,0.995122,4715
0.79,0.009,0,0.929444,0,0.070556,0.995577,4748
0.52,0.046,0,0.611857,0,0.388143,0.851477,4841
0.79,0.01,0,0.931771,0,0.068229,0.994401,4822
0.79,0.011,0,0.775804,0,0.224196,0.948391,4786
0.79,0.012,0,0.822608,0,0.177392,0.969103,4693
0.79,0.013,0,0.963235,0,0.0367647,0.998934,4692
0.79,0.014,0,0.784795,0,0.215205,0.958103,4893
0.79,0.015,0,0.965714,0,0.0342857,0.998242,4550
0.79,0.016,0,0.865133,0,0.134867,0.981216,4738
0.79,0.017,0,0.873479,0,0.126521,0.985906,4683
0.79,0.018,0,0.784079,0,0.215921,0.950816,4717
0.79,0.019,0,0.75,0,0.25,0.938659,4744
0.5,0.014,0,0.790491,0,0.209509,0.957692,4680
0.52,0.047,0,0.50703,0,0.49297,0.758447,4765
0.79,0.02,0,0.785891,0,0.214109,0.955985,4862
0.79,0.021,0,0.7706,0,0.2294,0.946083,4915
0.79,0.022,0,0.707602,0,0.292398,0.919861,4617
0.79,0.023,0,0.652595,0,0.347405,0.87397,4856
0.79,0.024,0,0.75106,0,0.24894,0.935534,4483
0.79,0.025,0,0.858243,0,0.141757,0.98189,4804
0.79,0.026,0,0.813914,0,0.186086,0.961937,4729
0.79,0.027,0,0.816114,0,0.183886,0.970152,4791
0.79,0.028,0,0.736797,0,0.263203,0.923765,4696
0.79,0.029,0,0.706542,0,0.293458,0.908498,4907
0.52,0.048,0,0.394,0,0.606,0.63893,4783
0.79,0.03,0,0.703355,0,0.296645,0.908677,4829
0.79,0.031,0,0.660783,0,0.339217,0.888441,4957
0.79,0.032,0,0.755129,0,0.244871,0.938244,4874
0.79,0.033,0,0.694403,0,0.305597,0.907356,4717
0.79,0.034,0,0.759529,0,0.240471,0.942304,4801
0.79,0.035,0,0.744417,0,0.255583,0.937103,4881
0.79,0.036,0,0.637549,0,0.362451,0.867315,4831
0.79,0.037,0,0.557688,0,0.442312,0.808454,4897
0.79,0.038,0,0.542712,0,0.457288,0.795356,4823
0.79,0.039,0,0.465098,0,0.534902,0.715148,4971
0.52,0.049,0,0.59983,0,0.40017,0.83404,4718
0.79,0.04,0,0.797502,0,0.202498,0.95549,4763
0.79,0.041,0,0.701451,0,0.298549,0.909163,5031
0.79,0.042,0,0.660622,0,0.339378,0.888169,4632
0.79,0.043,0,0.732203,0,0.267797,0.928811,4776
0.79,0.044,0,0.691708,0,0.308292,0.905788,4872
0.79,0.045,0,0.436722,0,0.563278,0.691204,4741
0.79,0.046,0,0.714241,0,0.285759,0.917168,4817
0.79,0.047,0,0.543397,0,0.456603,0.794586,4839
0.79,0.048,0,0.726714,0,0.273286,0.928352,4885
0.79,0.049,0,0.682958,0,0.317042,0.901833,4747
0.52,0.05,0,0.558212,0,0.441788,0.806961,4999
0.79,0.05,0,0.6561,0,0.3439,0.883226,4984
0.8,0,0,1,0,0,1,4633
0.8,0.001,0,1,0,0,1,4796
0.8,0.002,0,1,0,0,1,4640
0.8,0.003,0,0.985753,0,0.0142465,0.999789,4738
0.8,0.004,0,0.871077,0,0.128923,0.986051,4875
0.8,0.005,0,0.796093,0,0.203907,0.962352,4914
0.8,0.006,0,0.96767,0,0.0323299,0.998728,4717
0.8,0.007,0,0.9212,0,0.0787998,0.99211,4816
0.8,0.008,0,0.922131,0,0.0778689,0.995492,4880
0.53,0,0,1,0,0,1,4815
0.8,0.009,0,0.96914,0,0.0308603,0.999577,4731
0.8,0.01,0,0.805929,0,0.194071,0.960065,4908
0.8,0.011,0,0.756598,0,0.243402,0.945329,4774
0.8,0.012,0,0.949874,0,0.0501264,0.997051,4748
0.8,0.013,0,0.948385,0,0.0516149,0.995778,4737
0.8,0.014,0,0.804152,0,0.195848,0.961901,4672
0.8,0.015,0,0.823591,0,0.176409,0.963204,4756
0.8,0.016,0,0.742456,0,0.257544,0.934235,4805
0.8,0.017,0,0.879583,0,0.120417,0.983144,4746
0.8,0.018,0,0.944581,0,0.0554192,0.996728,4890
0.53,0.001,0,0.985172,0,0.0148277,1,4586
0.8,0.019,0,0.692267,0,0.307733,0.897737,4772
0.8,0.02,0,0.818191,0,0.181809,0.964422,4722
0.8,0.021,0,0.85031,0,0.14969,0.97562,4840
0.8,0.022,0,0.631312,0,0.368688,0.857173,4733
0.8,0.023,0,0.801639,0,0.198361,0.955873,4759
0.8,0.024,0,0.833504,0,0.166496,0.976069,4889
0.8,0.025,0,0.771253,0,0.228747,0.949283,4811
0.8,0.026,0,0.538415,0,0.461585,0.787915,4998
0.8,0.027,0,0.766783,0,0.233217,0.948471,4871
0.8,0.028,0,0.69827,0,0.30173,0.909564,4799
0.53,0.002,0,1,0,0,1,4989
0.8,0.029,0,0.652524,0,0.347476,0.877811,4714
0.8,0.03,0,0.584751,0,0.415249,0.819786,4761
0.8,0.031,0,0.679362,0,0.320638,0.897234,4700
0.8,0.032,0,0.615126,0,0.384874,0.847724,4899
0.8,0.033,0,0.705457,0,0.294543,0.91415,4636
0.8,0.034,0,0.764082,0,0.235918,0.943463,4811
0.8,0.035,0,0.533708,0,0.466292,0.782772,4806
0.8,0.036,0,0.511654,0,0.488346,0.762376,4848
0.8,0.037,0,0.719468,0,0.280532,0.929762,4741
0.8,0.038,0,0.718326,0,0.281674,0.921822,4720
0.53,0.003,0,0.953118,0,0.0468815,0.998326,4778
0.8,0.039,0,0.785641,0,0.214359,0.951659,4882
0.8,0.04,0,0.689474,0,0.310526,0.901895,4750
0.8,0.041,0,0.758014,0,0.241986,0.940499,4773
0.8,0.042,0,0.577038,0,0.422962,0.826984,4699
0.8,0.043,0,0.653114,0,0.346886,0.889717,4833
0.8,0.044,0,0.535758,0,0.464242,0.780343,4894
0.8,0.045,0,0.526166,0,0.473834,0.781,4758
0.8,0.046,0,0.677433,0,0.322567,0.895083,4861
0.8,0.047,0,0.770196,0,0.229804,0.947058,4741
0.8,0.048,0,0.678564,0,0.321436,0.893643,4861
0.53,0.004,0,0.996797,0,0.00320307,1,4683
0.8,0.049,0,0.596731,0,0.403269,0.83676,4864
0.8,0.05,0,0.61662,0,0.38338,0.85521,4952
0.81,0,0,1,0,0,1,4600
0.81,0.001,0,1,0,0,1,4822
0.81,0.002,0,0.973662,0,0.0263383,1,4670
0.81,0.003,0,0.987463,0,0.0125366,0.999791,4786
0.81,0.004,0,0.989819,0,0.0101805,1,4764
0.81,0.005,0,0.987916,0,0.012084,0.999576,4717
0.81,0.006,0,0.877859,0,0.122141,0.983368,4810
0.81,0.007,0,0.974023,0,0.0259768,0.999578,4735
0.53,0.005,0,0.985521,0,0.0144788,1,4662
0.81,0.008,0,0.908094,0,0.0919057,0.992828,4880
0.81,0.009,0,0.804729,0,0.195271,0.956773,4673
0.81,0.01,0,0.979686,0,0.0203138,0.99957,4652
0.81,0.011,0,0.907728,0,0.092272,0.991343,4736
0.81,0.012,0,0.798713,0,0.201287,0.960988,4819
0.81,0.013,0,0.957066,0,0.0429336,0.997859,4670
0.81,0.014,0,0.721065,0,0.278935,0.917329,4657
0.81,0.015,0,0.7561,0,0.2439,0.93984,4754
0.81,0.016,0,0.648456,0,0.351544,0.869931,4759
0.81,0.017,0,0.804408,0,0.195592,0.958901,4696
0.5,0.015,0,0.777263,0,0.222737,0.95144,4860
0.53,0.006,0,0.984969,0,0.0150313,0.999791,4790
0.81,0.018,0,0.69008,0,0.30992,0.898484,4748
0.81,0.019,0,0.994104,0,0.00589598,1,4749
0.81,0.02,0,0.8721,0,0.1279,0.983223,4828
0.81,0.021,0,0.878071,0,0.121929,0.982242,4843
0.81,0.022,0,0.762891,0,0.237109,0.943258,4635
0.81,0.023,0,0.77723,0,0.22277,0.947256,4664
0.81,0.024,0,0.751089,0,0.248911,0.938602,4821
0.81,0.025,0,0.618454,0,0.381546,0.849811,4774
0.81,0.026,0,0.634973,0,0.365027,0.869161,4838
0.81,0.027,0,0.667279,0,0.332721,0.890998,4899
0.53,0.007,0,0.909482,0,0.0905182,0.99054,4651
0.81,0.028,0,0.714256,0,0.285744,0.923317,4812
0.81,0.029,0,0.768611,0,0.231389,0.949603,4782
0.81,0.03,0,0.781315,0,0.218685,0.949937,4774
0.81,0.031,0,0.835482,0,0.164518,0.972785,4887
0.81,0.032,0,0.733018,0,0.266982,0.928571,4858
0.81,0.033,0,0.721389,0,0.278611,0.920608,4736
0.81,0.034,0,0.857039,0,0.142961,0.977159,4816
0.81,0.035,0,0.613467,0,0.386533,0.85212,4693
0.81,0.036,0,0.673634,0,0.326366,0.893098,4593
0.81,0.037,0,0.729824,0,0.270176,0.92544,4721
0.53,0.008,0,0.988996,0,0.011004,1,4771
0.81,0.038,0,0.591402,0,0.408598,0.837437,4792
0.81,0.039,0,0.721722,0,0.278278,0.924524,4889
0.81,0.04,0,0.560554,0,0.439446,0.812814,4979
0.81,0.041,0,0.588783,0,0.411217,0.832739,5046
0.81,0.042,0,0.730382,0,0.269618,0.929745,4868
0.81,0.043,0,0.574934,0,0.425066,0.814148,4891
0.81,0.044,0,0.60347,0,0.39653,0.846344,4842
0.81,0.045,0,0.874081,0,0.125919,0.985294,4896
0.81,0.046,0,0.633527,0,0.366473,0.868961,4823
0.81,0.047,0,0.645763,0,0.354237,0.870152,4744
0.53,0.009,0,0.911493,0,0.0885067,0.994966,4768
0.81,0.048,0,0.765775,0,0.234225,0.948021,4675
0.81,0.049,0,0.635711,0,0.364289,0.87084,4808
0.81,0.05,0,0.597292,0,0.402708,0.836875,4800
0.82,0,0,1,0,0,1,4768
0.82,0.001,0,0.979959,0,0.0200409,0.999387,4890
0.82,0.002,0,0.849566,0,0.150434,0.977667,4836
0.82,0.003,0,0.996313,0,0.00368732,1,4746
0.82,0.004,0,1,0,0,1,4598
0.82,0.005,0,0.951462,0,0.0485375,0.99788,4718
0.82,0.006,0,0.902582,0,0.0974176,0.992022,4763
0.53,0.01,0,0.847694,0,0.152306,0.974004,4770
0.82,0.007,0,0.85191,0,0.14809,0.980059,4764
0.82,0.008,0,0.768086,0,0.231914,0.94542,4672
0.82,0.009,0,0.937988,0,0.0620122,0.997891,4741
0.82,0.01,0,0.889371,0,0.110629,0.9878,4836
0.82,0.011,0,0.840245,0,0.159755,0.975032,4726
0.82,0.012,0,0.967875,0,0.0321252,0.998764,4856
0.82,0.013,0,0.85398,0,0.14602,0.980155,4787
0.82,0.014,0,0.786547,0,0.213453,0.956451,4891
0.82,0.015,0,0.793958,0,0.206042,0.957767,4783
0.82,0.016,0,0.792002,0,0.207998,0.954358,4601
0.53,0.011,0,0.866575,0,0.133425,0.977815,4733
0.82,0.017,0,0.86075,0,0.13925,0.980928,4614
0.82,0.018,0,0.824943,0,0.175057,0.97462,4807
0.82,0.019,0,0.845805,0,0.154195,0.97499,4958
0.82,0.02,0,0.867526,0,0.132474,0.979588,4850
0.82,0.021,0,0.715524,0,0.284476,0.92379,4960
0.82,0.022,0,0.669259,0,0.330741,0.893369,4886
0.82,0.023,0,0.919814,0,0.0801858,0.992982,4845
0.82,0.024,0,0.643713,0,0.356287,0.869795,4923
0.82,0.025,0,0.660609,0,0.339391,0.886461,4897
0.82,0.026,0,0.853085,0,0.146915,0.980284,4717
0.53,0.012,0,0.829295,0,0.170705,0.969917,4953
0.82,0.027,0,0.868304,0,0.131696,0.985179,4723
0.82,0.028,0,0.702259,0,0.297741,0.908142,4692
0.82,0.029,0,0.638249,0,0.361751,0.861332,4774
0.82,0.03,0,0.587251,0,0.412749,0.83063,4871
0.82,0.031,0,0.676753,0,0.323247,0.894705,4891
0.82,0.032,0,0.58245,0,0.41755,0.823481,4906
0.82,0.033,0,0.774021,0,0.225979,0.955275,4673
0.82,0.034,0,0.629097,0,0.370903,0.858238,4698
0.82,0.035,0,0.571551,0,0.428449,0.820535,4675
0.82,0.036,0,0.701142,0,0.298858,0.910745,4728
0.53,0.013,0,0.891367,0,0.108633,0.988228,4842
0.82,0.037,0,0.504475,0.0183143,0.477211,0.74589,4805
0.82,0.038,0,0.69146,0,0.30854,0.907106,4672
0.82,0.039,0,0.649264,0,0.350736,0.879444,4894
0.82,0.04,0,0.66353,0,0.33647,0.884639,4889
0.82,0.041,0,0.553711,0,0.446289,0.7989,4729
0.82,0.042,0,0.604341,0,0.395659,0.846477,4768
0.82,0.043,0,0.768689,0,0.231311,0.946987,4829
0.82,0.044,0,0.673808,0,0.326192,0.894892,4738
0.82,0.045,0,0.769168,0,0.230832,0.947724,4878
0.82,0.046,0,0.679056,0,0.320944,0.89288,4789
0.53,0.014,0,0.905414,0,0.0945861,0.990942,4747
0.82,0.047,0,0.493475,0,0.506525,0.73767,5211
0.82,0.048,0,0.650357,0,0.349643,0.874213,4762
0.82,0.049,0,0.73937,0,0.26063,0.932092,4727
0.82,0.05,0,0.596529,0,0.403471,0.831177,4869
0.83,0,0,1,0,0,1,4721
0.83,0.001,0,1,0,0,1,4590
0.83,0.002,0,0.900842,0,0.0991578,0.991378,4987
0.83,0.003,0,0.915708,0,0.0842916,0.993224,4870
0.83,0.004,0,0.89009,0,0.10991,0.989396,4904
0.83,0.005,0,0.960931,0,0.0390693,0.999134,4620
0.53,0.015,0,0.608586,0,0.391414,0.843351,4775
0.83,0.006,0,0.99024,0,0.00976024,0.999788,4713
0.83,0.007,0,0.952816,0,0.0471838,0.997662,4705
0.83,0.008,0,0.771867,0,0.228133,0.947998,4596
0.83,0.009,0,0.899046,0,0.100954,0.989221,4824
0.83,0.01,0,0.933162,0,0.0668383,0.995881,4855
0.83,0.011,0,0.987288,0,0.0127119,1,4838
0.83,0.012,0,0.79214,0,0.20786,0.953972,4758
0.83,0.013,0,0.725197,0,0.274803,0.929431,4818
0.83,0.014,0,0.911658,0,0.0883422,0.993155,4675
0.83,0.015,0,0.868561,0,0.131439,0.983397,4698
0.5,0.016,0,0.825667,0,0.174333,0.96854,4609
0.53,0.016,0,0.895988,0,0.104012,0.990188,4586
0.83,0.016,0,0.825793,0,0.174207,0.973784,4730
0.83,0.017,0,0.847231,0,0.152769,0.980773,4785
0.83,0.018,0,0.796453,0,0.203547,0.963011,4623
0.83,0.019,0,0.83901,0,0.16099,0.973882,4786
0.83,0.02,0,0.86554,0,0.13446,0.982193,4942
0.83,0.021,0,0.776183,0,0.223817,0.951663,4841
0.83,0.022,0,0.702371,0,0.297629,0.909809,4934
0.83,0.023,0,0.845821,0,0.154179,0.973618,4738
0.83,0.024,0,0.760686,0,0.239314,0.937989,4983
0.83,0.025,0,0.683631,0,0.316369,0.902576,4814
0.53,0.017,0,0.609398,0,0.390602,0.847074,4767
0.83,0.026,0,0.728365,0,0.271635,0.927676,4784
0.83,0.027,0,0.818844,0,0.181156,0.966722,4808
0.83,0.028,0,0.781643,0,0.218357,0.954526,4772
0.83,0.029,0,0.869809,0,0.130191,0.983306,4912
0.83,0.03,0,0.753999,0,0.246001,0.94073,4876
0.83,0.031,0,0.739481,0,0.260519,0.931756,4777
0.83,0.032,0,0.539867,0,0.460133,0.789059,4954
0.83,0.033,0,0.734929,0,0.265071,0.929735,4910
0.83,0.034,0,0.615005,0,0.384995,0.856663,4765
0.83,0.035,0,0.809844,0,0.190156,0.967476,4612
0.53,0.018,0,0.752895,0,0.247105,0.940033,4836
0.83,0.036,0,0.600734,0,0.399266,0.841509,4770
0.83,0.037,0,0.649214,0,0.350786,0.882965,4708
0.83,0.038,0,0.781501,0,0.218499,0.948414,4730
0.83,0.039,0,0.795314,0,0.204686,0.956987,4673
0.83,0.04,0,0.651487,0,0.348513,0.873641,4875
0.83,0.041,0,0.725126,0,0.274874,0.923061,4744
0.83,0.042,0,0.62757,0,0.37243,0.857952,4766
0.83,0.043,0,0.660737,0,0.339263,0.885098,4778
0.83,0.044,0,0.608836,0,0.391164,0.850716,4957
0.83,0.045,0,0.559125,0,0.440875,0.809125,4778
0.53,0.019,0,0.732705,0,0.267295,0.931234,4828
0.83,0.046,0,0.610602,0,0.389398,0.847532,4801
0.83,0.047,0,0.655165,0,0.344835,0.879443,4811
0.83,0.048,0,0.459964,0,0.540036,0.710318,4933
0.83,0.049,0,0.773258,0,0.226742,0.951639,4880
0.83,0.05,0,0.655003,0,0.344997,0.890114,4987
0.84,0,0,1,0,0,1,4587
0.84,0.001,0,1,0,0,1,4685
0.84,0.002,0,0.99102,0,0.00897951,0.999577,4733
0.84,0.003,0,0.908067,0,0.0919328,0.991605,4884
0.84,0.004,0,0.859375,0,0.140625,0.981334,4768
0.53,0.02,0,0.677131,0,0.322869,0.901512,4762
0.84,0.005,0,0.896726,0,0.103274,0.989909,4856
0.84,0.006,0,0.983086,0,0.0169142,0.999794,4848
0.84,0.007,0,0.990518,0,0.00948221,1,4693
0.84,0.008,0,0.857501,0,0.142499,0.981029,4586
0.84,0.009,0,0.921764,0,0.0782363,0.992878,4774
0.84,0.01,0,0.770049,0,0.229951,0.952537,4888
0.84,0.011,0,0.939181,0,0.0608195,0.996799,4686
0.84,0.012,0,0.872872,0,0.127128,0.986762,4759
0.84,0.013,0,0.855609,0,0.144391,0.979149,4796
0.84,0.014,0,0.920051,0,0.0799492,0.993866,4728
0.53,0.021,0,0.755622,0,0.244378,0.93933,4714
0.84,0.015,0,0.745999,0,0.254001,0.933694,4811
0.84,0.016,0,0.828844,0,0.171156,0.968575,4455
0.84,0.017,0,0.842866,0,0.157134,0.978363,4668
0.84,0.018,0,0.727379,0,0.272621,0.921226,4697
0.84,0.019,0,0.700776,0,0.299224,0.914169,4637
0.84,0.02,0,0.839548,0,0.160452,0.972979,4774
0.84,0.021,0,0.75403,0,0.24597,0.94641,4777
0.84,0.022,0,0.808457,0,0.191543,0.963994,4777
0.84,0.023,0,0.750469,0,0.249531,0.936888,4801
0.84,0.024,0,0.725752,0,0.274248,0.925667,4722
0.53,0.022,0,0.693734,0,0.306266,0.901961,4692
0.84,0.025,0,0.732585,0,0.267415,0.923124,4852
0.84,0.026,0,0.587876,0,0.412124,0.82323,4916
0.84,0.027,0,0.878945,0,0.121055,0.987957,4816
0.84,0.028,0,0.712398,0,0.287602,0.922561,4920
0.84,0.029,0,0.748334,0,0.251666,0.937588,4951
0.84,0.03,0,0.66833,0,0.33167,0.890889,4610
0.84,0.031,0,0.689207,0,0.310793,0.907889,4614
0.84,0.032,0,0.626288,0,0.373712,0.854141,4854
0.84,0.033,0,0.625566,0,0.374434,0.865282,4862
0.84,0.034,0,0.650305,0,0.349695,0.875153,4910
0.53,0.023,0,0.777034,0,0.222966,0.943945,4781
0.84,0.035,0,0.831731,0,0.168269,0.972791,4888
0.84,0.036,0,0.727868,0,0.272132,0.929009,4733
0.84,0.037,0,0.596904,0,0.403096,0.836952,4974
0.84,0.038,0,0.682686,0,0.317314,0.898131,4869
0.84,0.039,0,0.678902,0,0.321098,0.892864,4863
0.84,0.04,0,0.77016,0,0.22984,0.943113,4799
0.84,0.041,0,0.677732,0,0.322268,0.896463,5061
0.84,0.042,0,0.776674,0,0.223326,0.95486,4630
0.84,0.043,0,0.691665,0,0.308335,0.904533,4787
0.84,0.044,0,0.660013,0,0.339987,0.881753,4609
0.53,0.024,0,0.704498,0,0.295502,0.91569,4780
0.84,0.045,0,0.708351,0,0.291649,0.914634,4838
0.84,0.046,0,0.582545,0,0.417455,0.829359,4864
0.84,0.047,0,0.623571,0,0.376429,0.862135,4722
0.84,0.048,0,0.702079,0,0.297921,0.909409,4857
0.84,0.049,0,0.838412,0,0.161588,0.972375,4923
0.84,0.05,0,0.584845,0,0.415155,0.831721,4962
0.85,0,0,1,0,0,1,4777
0.85,0.001,0,1,0,0,1,4633
0.85,0.002,0,1,0,0,1,4732
0.85,0.003,0,0.991045,0,0.00895522,0.999787,4690
0.53,0.025,0,0.75111,0,0.24889,0.933818,4956
0.85,0.004,0,1,0,0,1,4852
0.85,0.005,0,0.923346,0,0.0766543,0.993218,4866
0.85,0.006,0,0.972199,0,0.0278013,0.999789,4730
0.85,0.007,0,0.863627,0,0.136373,0.978954,4704
0.85,0.008,0,0.891513,0,0.108487,0.987876,4784
0.85,0.009,0,0.84454,0,0.15546,0.97553,4863
0.85,0.01,0,0.896584,0,0.103416,0.99078,4772
0.85,0.011,0,0.854232,0,0.145768,0.974839,4809
0.85,0.012,0,0.869433,0,0.130567,0.978884,4783
0.85,0.013,0,0.795354,0,0.204646,0.957957,4757
0.5,0.017,0,0.682481,0,0.317519,0.897926,4869
0.53,0.026,0,0.660774,0,0.339226,0.87984,4752
0.85,0.014,0,0.808727,0,0.191273,0.960178,4721
0.85,0.015,0,0.706618,0,0.293382,0.910294,4760
0.85,0.016,0,0.853694,0,0.146306,0.978799,4764
0.85,0.017,0,0.822362,0,0.177638,0.972205,4785
0.85,0.018,0,0.83889,0,0.16111,0.972044,4829
0.85,0.019,0,0.881828,0,0.118172,0.984216,4815
0.85,0.02,0,0.852016,0,0.147984,0.976964,4862
0.85,0.021,0,0.834397,0,0.165603,0.972134,4701
0.85,0.022,0,0.787969,0,0.212031,0.954247,4721
0.85,0.023,0,0.871417,0,0.128583,0.984873,5024
0.53,0.027,0,0.787408,0,0.212592,0.952566,4638
0.85,0.024,0,0.712695,0,0.287305,0.924037,4805
0.85,0.025,0,0.769198,0,0.230802,0.949156,4740
0.85,0.026,0,0.766186,0,0.233814,0.942998,4649
0.85,0.027,0,0.69668,0,0.30332,0.909645,4759
0.85,0.028,0,0.776121,0,0.223879,0.949873,4728
0.85,0.029,0,0.752046,0,0.247954,0.938509,4521
0.85,0.03,0,0.590709,0,0.409291,0.843412,4994
0.85,0.031,0,0.758559,0,0.241441,0.940559,4761
0.85,0.032,0,0.747431,0,0.252569,0.934368,4769
0.85,0.033,0,0.695602,0,0.304398,0.909933,4752
0.53,0.028,0,0.671606,0,0.328394,0.883985,4758
0.85,0.034,0,0.552961,0,0.447039,0.79341,4947
0.85,0.035,0,0.866514,0,0.133486,0.986506,4817
0.85,0.036,0,0.706551,0,0.293449,0.918992,4839
0.85,0.037,0,0.697236,0,0.302764,0.910595,4776
0.85,0.038,0,0.65543,0,0.34457,0.884399,5147
0.85,0.039,0,0.533902,0,0.466098,0.787438,4808
0.85,0.04,0,0.639282,0,0.360718,0.869192,5015
0.85,0.041,0,0.692786,0,0.307214,0.907014,4990
0.85,0.042,0,0.53909,0,0.46091,0.789866,4835
0.85,0.043,0,0.669694,0,0.330306,0.889184,4900
0.53,0.029,0,0.65768,0,0.34232,0.884431,4785
0.85,0.044,0,0.492018,0,0.507982,0.738436,4886
0.85,0.045,0,0.813199,0,0.186801,0.968504,4826
0.85,0.046,0,0.66874,0,0.33126,0.886623,4904
0.85,0.047,0,0.737363,0,0.262637,0.922915,4748
0.85,0.048,0,0.770105,0,0.229895,0.942947,4750
0.85,0.049,0,0.646914,0,0.353086,0.872463,4877
