1.part:OUT:0.5,0,0,1,0,0,1,4649
2.part:OUT:0.5,0.01,0,0.976519,0.00318742,0.0202932,0.999363,4706
3.part:OUT:0.5,0.02,0,0.958894,0.00427077,0.0368354,0.998292,4683
4.part:OUT:0.5,0.03,0,0.943743,0.00427807,0.0519786,0.996791,4675
5.part:OUT:0.5,0.04,0,0.919182,0.00796646,0.0728512,0.993291,4770
6.part:OUT:0.5,0.05,0,0.898972,0.0118548,0.0891733,0.98846,4766
7.part:OUT:0.5,0.06,0,0.886906,0.0117244,0.10137,0.989417,4819
8.part:OUT:0.5,0.07,0,0.870879,0.0137363,0.115385,0.982883,4732
